#TYPE System.Diagnostics.Eventing.Reader.EventLogRecord
"Message","Id","Version","Qualifiers","Level","Task","Opcode","Keywords","RecordId","ProviderName","ProviderId","LogName","ProcessId","ThreadId","MachineName","UserId","TimeCreated","ActivityId","RelatedActivityId","ContainerLog","MatchedQueryIds","Bookmark","LevelDisplayName","OpcodeDisplayName","TaskDisplayName","KeywordsDisplayNames","Properties"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10616$. The target name used was cifs/mdc-10505.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420744","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 6:42:13 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-11284$. The target name used was cifs/mdc-10467.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420743","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 6:41:01 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-11173$. The target name used was cifs/lap-7940.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420742","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 6:37:42 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-11087$. The target name used was cifs/mdc-10182.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420740","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 6:36:43 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10674$. The target name used was cifs/mdc-10170.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420734","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 6:28:16 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-11297$. The target name used was cifs/mdc-9570.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420730","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 6:20:33 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10485$. The target name used was cifs/mdc-10555.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420729","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 6:18:58 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10588$. The target name used was cifs/lap-11683.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420727","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 6:18:12 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10217$. The target name used was cifs/mdc-10935.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420726","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 6:17:29 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10480$. The target name used was cifs/mdc-10912.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420725","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 6:16:35 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A timeout (30000 milliseconds) was reached while waiting for a transaction response from the VMTools service.","7011","0","49152","2","0","0","-9187343239835811840","2420723","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","840","2752","lcso-rms.sheriffleefl.org",,"3/9/2021 6:13:12 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A timeout (30000 milliseconds) was reached while waiting for a transaction response from the VMTools service.","7011","0","49152","2","0","0","-9187343239835811840","2420717","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","840","10060","lcso-rms.sheriffleefl.org",,"3/9/2021 6:12:42 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-11292$. The target name used was cifs/mdc-10234.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420712","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 6:02:41 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10242$. The target name used was cifs/mdc-11624.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420710","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 6:02:11 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10581$. The target name used was cifs/mdc-10604.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420709","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 5:57:37 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10260$. The target name used was cifs/mdc-10595.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420701","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 5:51:51 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10204$. The target name used was cifs/lap-10804.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420698","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 5:45:38 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10244$. The target name used was cifs/mdc-10698.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420695","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 5:39:05 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-11657$. The target name used was cifs/mdc-11292.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420686","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 5:36:06 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10096$. The target name used was cifs/mdc-10129.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420682","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 5:28:40 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A timeout (30000 milliseconds) was reached while waiting for a transaction response from the VMTools service.","7011","0","49152","2","0","0","-9187343239835811840","2420681","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","840","7324","lcso-rms.sheriffleefl.org",,"3/9/2021 5:26:59 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A timeout (30000 milliseconds) was reached while waiting for a transaction response from the VMTools service.","7011","0","49152","2","0","0","-9187343239835811840","2420680","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","840","4156","lcso-rms.sheriffleefl.org",,"3/9/2021 5:26:29 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A timeout (30000 milliseconds) was reached while waiting for a transaction response from the VMTools service.","7011","0","49152","2","0","0","-9187343239835811840","2420678","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","840","4716","lcso-rms.sheriffleefl.org",,"3/9/2021 5:25:59 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10305$. The target name used was cifs/mdc-10986.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420676","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 5:25:37 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10426$. The target name used was cifs/mdc-10523.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420666","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 5:21:37 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10138$. The target name used was cifs/mdc-10526.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420648","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 4:49:02 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-10497$. The target name used was cifs/mdc-10434.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420638","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 4:38:30 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server mdc-11071$. The target name used was cifs/mdc-10690.sheriffleefl.org. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified, and the target domain (SHERIFFLEEFL.ORG) is different from the client domain (SHERIFFLEEFL.ORG), check if there are identically named server accounts in these two domains, or use the fully-qualified name to identify the server.","4","0","16384","2","0","0","36028797018963968","2420636","Microsoft-Windows-Security-Kerberos","98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1","System","0","0","lcso-rms.sheriffleefl.org",,"3/9/2021 4:36:37 AM",,,"system","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
